Key,ShortKey,Source,Row,Module,Field,Role,CN,EN
AvgDialog_98286_Content_15,bBRw,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,292,AvgDialog,Content,印象主义画家（人形）,哦，嘿！那不是埃弗先生吗？今年美术学院最优秀的新生！,"Oh, hey! Isn't that Mr. Avery? This year's most promising Art Academy freshman!"
AvgDialog_98286_Content_16,bBRx,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,293,AvgDialog,Content,印象主义画家（人形）,埃弗先生，画展刚结束就不见你人了。要加入我们的艺术沙龙吗？,"Mr. Avery, you were nowhere to be found after the art exhibition ended. Would you like to join our art salon?"
AvgDialog_98286_Content_17,bBRy,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,294,AvgDialog,Content,,臭气熏天的露天广场消失了。四名衣冠楚楚的画家坐在一间精致的画廊里高谈阔论，其中一名画家体面地起身向你招招手。,"The stench-filled plaza disappeared. Four well-dressed painters sat in an exquisite gallery, engaging in lofty conversation, and one of the painters rose gracefully to wave at you."
AvgDialog_98286_Content_18,bBRz,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,295,AvgDialog,Content,达达主义画家（人形）,埃弗先生怎么回事，怎么跑得满头大汗……这是一种什么新潮的艺术形式吗？,"Mr. Avery, what's going on? Why are you running around drenched in sweat...? Is this some kind of new art trend?"
AvgDialog_98286_Content_19,bBRA,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,296,AvgDialog,Content,,你没有理会他们，沿着来时的道路，径直向前跑去。,"You ignored them, running straight ahead on the path you came from."
AvgDialog_98286_Content_20,bBRC,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,297,AvgDialog,Content,酒馆老板（人形）,呀，这不是埃弗先生嘛！听说您和皮克曼先生去了王的宴会……看来，王宫的酒可没有我家的好喝？,"Oh, Mr. Avery! I heard you and Mr. Pickman went to the king's banquet... The palace's wine isn't as good as the one at my place, is it?"
AvgDialog_98286_Content_21,bBRD,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,298,AvgDialog,Content,,胃袋制成的酒馆消失了。那家闪耀着温暖灯火的酒馆门前，美丽的老板娘向你热情地招了招手。,"The tavern made of a stomach sac vanished. In front of the pub, glowing with warm lights, the beautiful proprietress waved warmly at you."
AvgDialog_98286_Content_22,bBRE,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,299,AvgDialog,Content,,她向你递来一杯酒，澄澈香醇的酒液在干净的玻璃杯中摇晃，在月光的照映下闪闪发光。,She hands you a glass of wine. The clear and fragrant liquid swirling in the clean glass shimmered under the moonlight.
AvgDialog_98286_Content_24,bBRG,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,301,AvgDialog,Content,酒馆老板（人形）,啊，埃弗先生，看你跑的多么辛苦……进来喝一杯吧？昨晚和你一起玩乐的酒伴们，还在等着你的光临呢！,"Ah, Mr. Avery, look how hard you've been running... Come in for a drink? Your drinking companions from last night have been waiting for you!"
AvgDialog_98286_Content_25,bBRH,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,302,AvgDialog,Content,,你想起那些长着兽头的人们、想起那些泛着腐味的酒液，胃里一阵翻涌。没有余力再理会酒馆的老板，你继续向前跑去。,"You recall those people with beastly heads and the wine that reeked of decay, causing your stomach to churn. With no strength left to spare for the tavern keeper, you continue running forward."
AvgDialog_98286_Content_27,bBRJ,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,304,AvgDialog,Content,,你忘了自己跑了有多久。城邦被你远远甩在身后。身边的高楼变成了坟墓，你缓缓停下脚步，在这片墓园中穿行。,"You forgot how long you'd been running. The city is far behind you. The tall buildings that surrounded you have transformed into gravestones. You come to a slow trot, walking through the graveyard."
AvgDialog_98286_Content_28,bBRK,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,305,AvgDialog,Content,,很快，那个造型怪异的别墅再次出现在你身前。,"Soon, that oddly shaped villa appears before you again."
AvgDialog_98286_Content_29,bBRL,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,306,AvgDialog,Content,,在那个涂抹着各种色彩的门牌前，皮克曼忧郁的身影坐在一块坟墓上，望着天上那轮硕大、美丽的月亮。,"In front of that sign painted with various colors, Pickman's melancholic figure sits upon a tomb, gazing at the big, beautiful moon in the sky."
AvgDialog_98286_Content_33,bBRQ,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,310,AvgDialog,Content,皮克曼,啊，你到现在还觉得是去到了我画里的世界吗？,"Ah, do you still believe you've entered the world inside my painting?"
AvgDialog_98286_Content_34,bBRR,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,311,AvgDialog,Content,皮克曼,没有画里的世界，埃弗。那幅画，只是让你得到了和我一样的眼睛。一双能看到真实世界的眼睛。,"There is no realm within the painting, Avery. That painting merely granted you the same eyes as mine—a pair of eyes capable of seeing the truth of this world."
AvgDialog_98286_Content_40,bBRY,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,317,AvgDialog,Content,皮克曼,什么是真实？什么是虚假？我不知道，埃弗。没有人能够告诉我。,"What is true? What is false? I don't know, Avery. No one can tell me."
AvgDialog_98286_Content_41,bBRZ,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,318,AvgDialog,Content,皮克曼,现在，你也看到了这个世界……你能告诉我答案吗，我的朋友？,"Now that you've seen this part of my world for yourself... Can you tell me the answer, my friend?"
AvgDialog_98286_Content_42,bBSa,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,319,AvgDialog,Content,,皮克曼蹲坐在墓碑上，双手托着下巴，声音前所未有的平静。,"Pickman sat crouched on the tombstone, resting his chin in his hands. His voice was remarkably calm."
AvgDialog_98286_Content_43,bBSb,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,320,AvgDialog,Content,,你从坟墓上抬起头，撞上他满是疑惑与好奇的眼睛。,"You lift your gaze from the grave and meet his eyes, filled with confusion and curiosity."
AvgDialog_98286_Content_44,bBSc,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,321,AvgDialog,Content,玩家,我们所生活的世界才是真实，毋庸置疑的真实，皮克曼……,"The world we live in is real beyond any doubt, Pickman..."
AvgDialog_98286_Content_45,bBSd,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,322,AvgDialog,Content,皮克曼,哎……我要是能够有你这样坚定，或许就不会给身边的人还有我自己带去那么多的灾难了。,"Ah... If I could be as resolute as you, perhaps I wouldn't have brought so much disaster to those around me, including myself."
AvgDialog_98286_Content_46,bBSe,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,323,AvgDialog,Content,,皮克曼轻轻叹了口气，利爪般的双腿在墓碑上舒展开，尖利的牙齿在月光下闪耀着。,"Pickman let out a soft sigh; his claw-like legs stretched out on the gravestone, his sharp teeth gleaming under the moonlight."
AvgDialog_98286_Content_47,bBSf,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,324,AvgDialog,Content,玩家,皮克曼……你……这些不是你的装扮？……,Pickman... you... Is this not a costume?
AvgDialog_98286_Content_48,bBSg,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,325,AvgDialog,Content,皮克曼,不用担心，埃弗。你是我最好的朋友，我不会伤害你。我也不会去伤害任何人……,"Don't worry, Avery. You're my best friend; I won't hurt you. I won't harm anyone else, either…"
AvgDialog_98286_Content_49,bBSh,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,326,AvgDialog,Content,皮克曼,另一个世界，一个真正疯狂的、美丽的世界，我已经去过了。那是一个属于食尸鬼之王的城邦。那里比我们生活的地方更加疯狂，也更加真实。,"Another world, a truly mad and beautiful world—I have already been there. It is a city belonging to the King of Ghouls. It is far madder and far more real than where we live now."
AvgDialog_98286_Content_56,bBSp,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,333,AvgDialog,Content,玩家,所以，抱歉，皮克曼。,"So... I’m sorry, Pickman."
AvgDialog_98286_Content_59,bBSs,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,336,AvgDialog,Content,皮克曼,这个世界还有很多我怀念的人与事……如果有机会，我还能再来拜访你吗，埃弗？,"There are still many people and things in this world that I'll miss... If I get the chance, can I visit you again, Avery?"
AvgDialog_98286_Content_60,bBSu,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,337,AvgDialog,Content,玩家,我很期待那一天。我很期待，那时候你将为我带来什么样的艺术。那些我一生也无法触碰到的艺术……,I'm looking forward to that day. I'm eager to see what kind of pieces you'll bring me then—art that I could never reach in my lifetime...
AvgDialog_98286_Content_61,bBSv,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,338,AvgDialog,Content,皮克曼,你太看轻自己了，我的朋友。你的潜力，或许连你自己也没有察觉到……你和我，我们本就是一样的人。,"You underestimate yourself, my friend. You haven't even realized your own potential... You and I, we are the same kind of person."
AvgDialog_98286_Content_65,bBSz,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,342,AvgDialog,Content,,……,…
AvgDialog_98286_Content_66,bBSA,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,343,AvgDialog,Content,,时钟指向午夜。,The clock hand points to midnight.
AvgDialog_98286_Content_67,bBSB,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,344,AvgDialog,Content,,你忘记了自己是如何穿过那片墓园、穿过城市的街道，回到自己家中。,"You've forgotten how you walked through that cemetery, crossed the city streets, and returned to your own home."
AvgDialog_98286_Content_68,bBSC,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,345,AvgDialog,Content,,你尝试着忘记今天所经历的一切。你知道，那是你能够安睡的前提。,You try to forget everything you experienced today. You know that's required for you to sleep soundly.
AvgDialog_98286_Content_71,bBSG,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,348,AvgDialog,Content,玩家,真实，虚假……不要再想这些了。祝福皮克曼吧，埃弗。你跟他是不一样的人。你需要躺在现实世界这张大床上，享受一场现实世界的安眠。,"Truth, falsehood... stop thinking about these things. Send Pickman your blessings, Avery. You're not the same as him. You need to lie on the big bed of the real world and enjoy a peaceful sleep in the real world."
AvgDialog_98286_Content_72,bBSH,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,349,AvgDialog,Content,,你拉开窗帘。明亮清澈的月光照耀在你脸上。你安心地闭上眼。,"You pull the curtain open; the bright and clear moonlight shines on your face. You close your eyes, feeling at ease."
AvgDialog_98286_Content_73,bBSI,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,350,AvgDialog,Content,玩家,呼，美妙的月光。今晚一定能睡个好觉……,"Hmph, the moonlight is beautiful. I'll definitely have a good night's sleep tonight..."
AvgDialog_98286_Content_75,bBSK,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,352,AvgDialog,Content,玩家,！！！谁？！！！,!!! Who?!!!
AvgDialog_98286_Content_76,bBSL,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,353,AvgDialog,Content,,你猛然从床上坐起身。当你重新睁开眼，整个世界变成了如血般粘稠的暗红色。,"You startle in bed. When you open your eyes again, the entire world has turned a dark red, thick as blood."
AvgDialog_98286_Content_77,bBSM,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,354,AvgDialog,Content,,你望向天空。原本应该是月亮所在的位置，<Big:<Red:一只血红色、血管暴凸的眼球正在注视着你。>>,"You gaze at the sky. Where the moon should be, <Big:<Red:a blood-red, veiny eyeball is watching you.>>"
AvgDialog_98286_Content_78,bBSN,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,355,AvgDialog,Content,,<Red:我们本就是一样的人。不是吗，埃弗？>,"<Red:We really are the same kind of person. Aren't we, Avery?>"
Stage_97232_Desc,bAOe,g关卡_Stage_A.csv,1980,Stage,Desc,,抬起你宿醉的脑袋，端起你肮脏的酒杯。忘掉昨夜的一切，新的派对就要到来。\n我的朋友，欢迎来到这座表现主义的乐园。,"Lift your hungover head and raise your grimy glass. Forget everything from last night; a new party is about to begin.\nWelcome to expressionist paradise, my friend."
Stage_99725_Desc,bCqa,g关卡_Stage_A.csv,1981,Stage,Desc,,批判不是艺术家的职责，创造才是。,Critique is not the artist's duty—creation is.
Voice_5121_AwakerVoiceTitle,bnDv,y语音_Voice_A.csv,604,Voice,AwakerVoiceTitle,戈利亚,闲话·关于墨菲,"Chat: About ""Murphy"
Voice_117794_AwakerVoiceContent,bIBR,y语音_Voice_A.csv,2480,Voice,AwakerVoiceContent,墨菲,你说这些糖果的夹心是怎么装进去的，完全找不到缝隙或者针孔呀，真想让发明这些糖果的人也去弥萨格的餐厅上班，每天都给本小姐发明一种新的甜点！,How do they get the filling inside? I can't find any seams or pinholes! I wish these candy inventors would join Mythag’s staff and invent a new dessert for me every single day!
Voice_117826_AwakerVoiceContent,bIDm,y语音_Voice_A.csv,2481,Voice,AwakerVoiceContent,墨菲,软的、硬的、脆的、酥的、奶味的、果味的、坚果味的、巧克力味的……啊，世界上怎么会有这么多种我没吃过的糖果？决定了，向弥萨格提议每周过一次诸圣节吧！,"Soft, hard, crunchy, flaky, milky, fruity, nutty, chocolatey... Ah, how can there be so many varieties I haven’t tasted yet? I’ve decided: Mythag must make Halloween a weekly holiday!"
Voice_117792_AwakerVoiceContent,bIBM,y语音_Voice_A.csv,2507,Voice,AwakerVoiceContent,墨菲,哈哈哈，我的，我的，弥萨格所有糖果都是我的了！还等什么，跟着本女巫走，马上准备去征服整个伦蒂尼恩的糖果店吧！,"Hahaha! Mine, all mine! All of Mythag's candies belong to me! What are you waiting for? Follow me, the great Candy Witch! We’re going to conquer every candy shop in Londinium right now!"
