ActorAttrType_18139_AttributeDesc,abog,h唤醒体属性类型_ActorAttrType_A.csv,21,ActorAttrType,AttributeDesc,,每消耗 1 算力获得 {s1} 点银钥能量。随着该属性增加，额外提高的银钥能量会逐渐衰减。,行動力を1点消費するたびに、{s1}キーエネルギーを獲得。この能力値が高くなるほど、追加ボーナスの増加効率は低下する。
AvgDialog_35984_Content_48,akcc,avgV1.3「24」大型支线_AvgDialog_C_M.csv,218,AvgDialog,Content,乔治,乔治已经暗中观察24一个月了，确定她是个货真价实的蠢猪，怎么可能这么聪明……,ジョージはひと月もこいつを観察してたんだ。間違いなくバカだよ！\nこんなに賢いはずがない……
AvgDialog_35984_Content_49,akcd,avgV1.3「24」大型支线_AvgDialog_C_M.csv,219,AvgDialog,Content,潘狄娅,风度，乔治。风度。赖账的家伙都长不高哦~,マナーが悪いわ、ジョージ、マナーよ。\n負け惜しみを言う子は大きくなれないよ～？
AvgDialog_35984_Content_58,akcn,avgV1.3「24」大型支线_AvgDialog_C_M.csv,228,AvgDialog,Content,乔治,狡辩！通通都是狡辩！你以为说一堆我们听不懂的东西就能逃脱制裁吗！,言い逃れ！全部言い逃れだ！\nわけのわからないことを言って、罪を逃れようって魂胆だな！
AvgDialog_35984_Content_67,akcx,avgV1.3「24」大型支线_AvgDialog_C_M.csv,237,AvgDialog,Content,密境梅森,%player%%sirormadam%，您没事吧？,%player%%sirormadam%、大丈夫？
AvgDialog_35984_Content_68,akcy,avgV1.3「24」大型支线_AvgDialog_C_M.csv,238,AvgDialog,Content,玩家,梅森小姐，你怎么也在？！难道我还没走出密境……,メイソンさん、なぜあなたもここに！？\nまさか、まだ密境の中に……
AvgDialog_35985_Content_2,akcR,avgV1.3「24」大型支线_AvgDialog_C_M.csv,244,AvgDialog,Content,潘狄娅,挺厉害嘛。看来地底下的<Red:小家伙们>也该起床干活了……,なかなかやるじゃない。\nなら、地下の<Red:小さな奴ら>にもお仕事してもらいましょう……
AvgDialog_35985_Content_15,akcM,avgV1.3「24」大型支线_AvgDialog_C_M.csv,257,AvgDialog,Content,学者24,这里就可以了，罗杰斯不会想来这种毫无美感的乱葬岗的。,この辺りで大丈夫。\nロジャーズは、こんな見苦しい墓場には絶対来ない。
AvgDialog_35985_Content_18,akcP,avgV1.3「24」大型支线_AvgDialog_C_M.csv,260,AvgDialog,Content,密境梅森,其实只是一场意外……我们也不明白怎么就到了这里。,でも、ただの偶然よ……\n私たちも、どうしてここに来たのか分からないの。
AvgDialog_35985_Content_21,akcT,avgV1.3「24」大型支线_AvgDialog_C_M.csv,263,AvgDialog,Content,密境梅森,我不明白你的意思……世界上本来就有很多24呀，我们总是会遇到的。,言っていることがわからないわ……世界には24がたくさんいるのよ。\nだから、私たちは、いつもどこかで出会うの。
AvgDialog_35985_Content_26,akcY,avgV1.3「24」大型支线_AvgDialog_C_M.csv,268,AvgDialog,Content,,「24」大步向前走着，她还有更重要的事要做。然而——,「24」は大股で歩き出した。彼女にはやらなければならない、もっと大事なことがあった。しかし——
AvgDialog_35985_Content_27,akcZ,avgV1.3「24」大型支线_AvgDialog_C_M.csv,269,AvgDialog,Content,,咚咚。,ドクン、ドクン。
AvgDialog_35988_Content_6,akfV,avgV1.3「24」大型支线_AvgDialog_C_M.csv,283,AvgDialog,Content,,她只知道@2在等她，就在冰雪和天光消融的尽头。,ただ彼女は知っていた。@2が自分を待っていることを。\n氷雪と天光が溶け合う、その果てで。
AvgDialog_35988_Content_9,akgz,avgV1.3「24」大型支线_AvgDialog_C_M.csv,286,AvgDialog,Content,,「24」忽然跪倒在地。,「24」は突然、地面にひざまずいた。
AvgDialog_35988_Content_14,akeX,avgV1.3「24」大型支线_AvgDialog_C_M.csv,291,AvgDialog,Content,,呓语如波纹一圈圈向外扩散。梅森痛苦地捂住头，也跪倒在「24」身后。,呟きは波紋のように広がる。\nメイソンも苦しげに頭を抱えて、「24」の背後にひざまずいた。
AvgDialog_35988_Content_18,akfb,avgV1.3「24」大型支线_AvgDialog_C_M.csv,295,AvgDialog,Content,,梅森竭力扼住「24」高举的双手，她们的血与泪彼此交融。然而一切都无济于事。,メイソンは必死に「24」の掲げた両腕を押さえた。\n二人の血と泥が混ざり合う。しかし、すべてが無駄だった。
AvgDialog_35988_Content_22,akfg,avgV1.3「24」大型支线_AvgDialog_C_M.csv,299,AvgDialog,Content,,扭曲畸形的手臂从「24」体内长出。它们沐浴在鲜血和月光下，然后——,ねじれた異形の腕が「24」の体内から伸びる。\n血と月光を浴びながら、そして——
AvgDialog_35988_Content_31,akfq,avgV1.3「24」大型支线_AvgDialog_C_M.csv,308,AvgDialog,Content,玩家,<Gray:奇怪，心里忽然觉得有些难过……>,<Gray:なんだろう、胸が締め付けられるように悲しい……>
AvgDialog_35988_Content_36,akfv,avgV1.3「24」大型支线_AvgDialog_C_M.csv,313,AvgDialog,Content,,"<Yellow:人工密境调查日志 II>

■密境编号：M-C06
■坠落时间：洪积315年12月17日
■坠落地点：南华克街@2",<Yellow:人工密境調査ログ Ⅱ>\n\n■迷宮番号：M-C06\n■墜落時間：A.F.315年12月17日\n■墜落場所：サザーク・ストリート@2
AvgDialog_35988_Content_37,akfw,avgV1.3「24」大型支线_AvgDialog_C_M.csv,314,AvgDialog,Content,,"<Yellow:■调查结果>

狩猎其他「24」的黑影/不明自杀倾向/宗教@2？
它们之间的关联是什么？

……需要更多线索。",<Yellow:■調査結果>\n\n他の「24」を狩る影/不可解な自殺傾向/宗教的な@2？\nそれらの関連性は何か？\n\n……さらなる手がかりが必要。
AvgDialog_35988_Content_39,akfy,avgV1.3「24」大型支线_AvgDialog_C_M.csv,316,AvgDialog,Content,,密境入口处，身穿白大褂的研究人员正不断进出忙碌。,密境の入口で、白衣を着た研究員たちが慌ただしく出入りしている。
AvgDialog_35988_Content_40,akfA,avgV1.3「24」大型支线_AvgDialog_C_M.csv,317,AvgDialog,Content,温柯尔,已经过去一天了，%player%都没醒过来。要申请强制中断密境吗？,もう一日経った。%player%がまだ目を覚まさない。\n強制的に密境を中断する申請を出す？
AvgDialog_35988_Content_41,akfB,avgV1.3「24」大型支线_AvgDialog_C_M.csv,318,AvgDialog,Content,朵尔唤醒体,%hisorher%各项体征数据都很平稳，似乎并未经历危险的剧变。,%hisorher%の生命反応は安定している。\n危険な症状は起きていないようだわ。
AvgDialog_35988_Content_43,akfD,avgV1.3「24」大型支线_AvgDialog_C_M.csv,320,AvgDialog,Content,温柯尔,再拖下去24小姐怎么办？审查会早就想拿这起案件做文章了，这样他们才能介入唤醒体的管理事务……,これ以上引き延ばすと24さんはどうなるの？\n審査会は事件を利用して、覚醒体の管理権限を奪おうと……
AvgDialog_35988_Content_56,akfR,avgV1.3「24」大型支线_AvgDialog_C_M.csv,333,AvgDialog,Content,审查会成员,别费功夫了，尸体和证物早就被清空了，你在这里什么也找不到。,無駄ですよ。遺体も証拠品もすでにすべて回収されています。\nここには、もう何も残っていません。
AvgDialog_35988_Content_59,akfU,avgV1.3「24」大型支线_AvgDialog_C_M.csv,336,AvgDialog,Content,审查会成员,看上去像是某种蛇蜕。可它和这起案件有什么关系？,見たところ、蛇の脱皮殻のようですね。\nですが、それが事件とどう関係するのです？
AvgDialog_35988_Content_65,akgb,avgV1.3「24」大型支线_AvgDialog_C_M.csv,342,AvgDialog,Content,,不疾不徐的脚步声由远及近，一个异常苍白的男人从内室中走了出来。,静かな足音が、奥からゆっくりと近づいてくる。\nそこから現れたのは、異様に蒼白な男だった。
AvgDialog_35988_Content_70,akgh,avgV1.3「24」大型支线_AvgDialog_C_M.csv,347,AvgDialog,Content,审查会成员,不好意思，我们早就调查过伯纳德医生的社交圈。如果没记错的话，这位皮尔斯是个50多岁的老头子。,申し訳ないが、我々はすでにバーナード医師の交友関係を調べています。もし記憶が正しければ、ピアースは50代の老人のはずです。
AvgDialog_35988_Content_77,akgo,avgV1.3「24」大型支线_AvgDialog_C_M.csv,354,AvgDialog,Content,,天花板上不知何时爬满了苍白的小蛇，它们无声地迅速蠕动，如雨点般纷纷坠落。,いつの間にか、天井一面に白い小蛇たちが這い回っていた。\n音もなくうねり、雨のように一斉に降り注ぐ。
AvgDialog_35988_Content_79,akgq,avgV1.3「24」大型支线_AvgDialog_C_M.csv,356,AvgDialog,Content,,天花板、地上、墙壁上……四周不知何时起爬满了蛇，仿佛无数飘荡在寂静黑河中的苍白水草。,天井も、床も、壁も……あらゆる場所に蛇がうごめいている。\nまるで静寂の黒い河を漂う白い水草のようだった。
AvgDialog_35988_Content_81,akgt,avgV1.3「24」大型支线_AvgDialog_C_M.csv,358,AvgDialog,Content,,威廉迅速掏出银钥匙，然而眼前的男人早已不知所踪。,ウィリアムはすばやくシルバーキーを取り出した。\nだが、男の姿はもう、どこにもなかった。
AvgDialog_35988_Content_83,akgv,avgV1.3「24」大型支线_AvgDialog_C_M.csv,360,AvgDialog,Content,,四周粘稠的空气轻微抖动了片刻，随后又愉悦地舒张开了。,粘つく空気がわずかに震え、次の瞬間、まるで愉しげに再び広がる。
AvgDialog_35988_Content_85,akgx,avgV1.3「24」大型支线_AvgDialog_C_M.csv,362,AvgDialog,Content,阿尔比诺？,只是一点小小的见面礼，请调查员先生为我好好照顾它们。,ほんのご挨拶ですよ、調査員さん。\nどうぞ、彼らを可愛がってやってください。
AvgDialog_35989_Content_4,akhh,avgV1.3「24」大型支线_AvgDialog_C_M.csv,367,AvgDialog,Content,密境梅森,实在抱歉，%player%%sirormadam%！我最近似乎胖了一些……,本当にすみません、%player%%sirormadam%！\n最近ちょっと太ったみたいで……
AvgDialog_35989_Content_10,akgB,avgV1.3「24」大型支线_AvgDialog_C_M.csv,373,AvgDialog,Content,小麦克,我也看到了！你们手拉着手，头发飘啊飘，漂亮得像假人一样！,僕も見た！二人で手をつないで、髪がふわーって、なって……\n人形みたいで綺麗だった！
AvgDialog_35989_Content_14,akgF,avgV1.3「24」大型支线_AvgDialog_C_M.csv,377,AvgDialog,Content,怪物詹金,大家好，我是那个怪物。<BigShake:嗷——>,みんな、あたしがその怪物だぞー！\n<BigShake:ガオ——>
AvgDialog_35989_Content_15,akgG,avgV1.3「24」大型支线_AvgDialog_C_M.csv,378,AvgDialog,Content,孩子们,<Shake:哇啊啊——>咦，那不是詹金吗？,<Shake:わああ——>\nあれ、ジェンキンだよね？
AvgDialog_35989_Content_16,akgH,avgV1.3「24」大型支线_AvgDialog_C_M.csv,379,AvgDialog,Content,小丑24,没人知道怪物的来历和名称，除了它的好胃口——每年冬季，居住在雪山脚下的居民都会将美食好酒装进篮子……,誰も怪物の正体や名前も知らなかった。一つ分かっていたのは——\n食いしん坊だということ！\nだから毎年冬になると、雪山のふもとの人々はごちそうとお酒をかごに詰めて……
AvgDialog_35989_Content_17,akgI,avgV1.3「24」大型支线_AvgDialog_C_M.csv,380,AvgDialog,Content,小丑24,点上一支银色蜡烛，将篮子放在离家最近的河里，这样怪物就能收到人们的祭品了。,銀色のろうそくを灯し、家の近くの川へ流すのです。\nそうすれば怪物にその供物が届きます。
AvgDialog_35989_Content_18,akgJ,avgV1.3「24」大型支线_AvgDialog_C_M.csv,381,AvgDialog,Content,小麦克,"我、我有个问题！
怪物不是住在雪山里吗，怎么能收到河里的祭品呀？",ほ、僕、質問！\n怪物は雪山に住んでるんでしょ？なんで川に流したものが届くの？
AvgDialog_35989_Content_19,akgK,avgV1.3「24」大型支线_AvgDialog_C_M.csv,382,AvgDialog,Content,小丑24,因为所有河川的尽头都在雪山脚下，不论间隔多远，它们终将汇聚于此。,すべての川の終わりは雪山のふもとにあるのです。\nどんなに離れていても、やがては一つに集まるのですね。
AvgDialog_35989_Content_21,akgN,avgV1.3「24」大型支线_AvgDialog_C_M.csv,384,AvgDialog,Content,怪物詹金,嚼嚼嚼，俺收到大家的祭品了！俺很高兴，决定报答大家！,もぐもぐ、ごちそう届いたぞ！\n嬉しいからお礼に何かしてやろう！
AvgDialog_35989_Content_25,akgR,avgV1.3「24」大型支线_AvgDialog_C_M.csv,388,AvgDialog,Content,,银色纸片制成的雪花纷扬落下。艾继丝躲在你们身后，悄悄撒着小纸片。,銀色の紙で作られた雪がひらひらと舞い落ちる。\nアイギスがあなたたちの背後に隠れ、こっそりと紙片を撒いていた。
AvgDialog_35989_Content_42,akhk,avgV1.3「24」大型支线_AvgDialog_C_M.csv,405,AvgDialog,Content,密境梅森,我是个无趣的家伙，讲出来的笑话只会叫人犯困。,私はつまらない人間だから。\n私の冗談なんて、聞いたらみんな眠っちゃうわ。
AvgDialog_35989_Content_45,akhn,avgV1.3「24」大型支线_AvgDialog_C_M.csv,408,AvgDialog,Content,詹金,哼，打不过就告状，羞死了！谁叫你刚才说老子身上有跳蚤！,ふん、泣き虫が告げ口かよ、恥ずかしい奴だな！\nさっきお前があたしにノミがいるって言ったからだぞ！
AvgDialog_35989_Content_50,akht,avgV1.3「24」大型支线_AvgDialog_C_M.csv,413,AvgDialog,Content,密境梅森,给我看看……哎呀，好像真的丢了。晚上姐姐给你缝一个新的好不好？,どれどれ……あら、本当だわ。\nじゃあ今夜、お姉ちゃんが新しい目を縫い付けてあげようか？
AvgDialog_35989_Content_54,akhx,avgV1.3「24」大型支线_AvgDialog_C_M.csv,417,AvgDialog,Content,莎拉,可是梅森小姐也很高兴呀，我可很少见她这样。,でもメイソンさんも嬉しそうだったじゃない。\nあんな表情、めったに見られないもの。
